Latitude,Longitude,Bedrooms,Bathrooms,Square Feet,Year Built
25.61728804,-80.42913709,4,3,2065,1996
33.95467151,-84.50010599,4,4,2378,1977
33.39852999,-96.69596433,4,3,2148,2023
33.6516676,-112.3654243,3,2,1673,1999
32.87408805,-96.40566004,3,2,2570,2020
33.40437862,-112.1128461,5,2,2063,2004
29.80651017,-95.94851773,4,2.1,2899,2018
32.80057223,-96.38948269,4,3,2107,2023
32.97273573,-96.61021597,4,3,2062,1977
33.21868962,-96.9050611,4,3,2801,2015
30.42529053,-95.57874521,3,2,1385,2022
34.11456217,-83.76087036,3,2,1709,2008
32.66778381,-96.55454537,3,2,1180,2002
33.38767569,-112.0168046,3,2,1562,2004
32.62015696,-97.33431874,4,2,1286,1971
33.64286546,-112.1248718,3,2.5,1600,2020
33.07521807,-96.77689011,3,2,1816,1995
33.42650647,-111.5833265,3,2,1493,1998
33.15316967,-96.88558341,4,2,1881,2002
33.70928116,-84.44873704,3,2,1427,2003
32.6344053,-97.09986714,3,2,1145,1986
33.81785645,-84.17475774,5,2,1848,1983
32.8657368,-97.2635198,3,2,1893,1992
33.72493121,-84.7642617,3,2,1243,2002
33.20318086,-96.99045741,4,3,2339,2004
34.09674896,-84.77223648,5,3,2718,2017
30.13292684,-95.40689298,4,3.1,2953,2004
33.52656914,-84.4024857,4,2,1339,1968
33.27288405,-111.8600837,4,2.5,2079,1992
33.81934438,-84.84344429,4,3,2283,2020
33.06013602,-96.85312993,4,3,3388,2016
33.74628604,-84.17692471,5,3,2219,1977
32.6350875,-96.99383318,3,2,2417,2003
33.72975034,-84.1185675,4,3,1874,1996
32.67227471,-97.03928575,3,2,1540,1984
33.55473572,-83.92345191,4,3,2053,2006
33.79735772,-84.14026753,4,3,2267,1973
33.50579335,-84.12086126,3,2,1632,1995
33.84147327,-84.06235132,4,3,2693,1983
33.77042986,-84.3204673,2,1,1009,1951
33.93039504,-83.6330414,3,2,1620,1950
33.64854854,-84.36882866,4,2,1373,1961
33.7541063,-84.23040144,3,1,1521,1953
33.790374,-84.18717576,3,2,1632,1955
33.72850361,-84.30504482,5,3,2543,1966
34.16576979,-84.5486354,4,3,2760,2003
33.86879925,-84.89329142,5,3,2789,2023
34.24967368,-84.22567759,4,5,3984,2006
34.16826534,-84.62811512,3,2,1570,1991
33.90510998,-84.19041706,4,3,1713,1966
33.7712413,-84.12168628,4,3,2285,1993
34.04987188,-84.54200496,3,2,1370,1984
36.08022634,-114.9234861,4,4,2927,2018
36.1481065,-115.3275822,3,3,2261,1988
36.16606019,-115.3001664,4,4,2549,1994
36.04966683,-115.2710144,4,3,2467,2005
36.30164846,-115.2757699,3,3,1459,2005
36.22964927,-115.1864463,3,3,1667,1998
36.14253674,-115.2699567,3,2,1975,2013
33.3994434,-84.3314602,4,2,2040,2007
34.17009341,-83.94834943,3,2,2238,1986
36.18329072,-115.2378482,3,2,1522,1991
29.80268061,-95.35486289,1,1,694,1940
29.65184178,-95.20701237,3,2,1299,1987
28.17365354,-82.6653016,4,3,2411,1992
28.42302022,-81.34248571,3,2,1267,1998
38.48128123,-90.36640716,3,2,1357,1965
38.5732256,-90.32477108,3,2,1290,1956
36.14483099,-115.3057583,3,3,1987,2004
26.3246636,-81.70825117,2,2,2093,2016
26.31215733,-81.80481469,4,3,2534,1981
30.02615132,-95.59007946,3,2.1,2683,1980
26.70060329,-81.88730912,2,2,1352,1990
26.74011057,-82.03629756,4,2,2178,2006
27.60910104,-80.3808119,2,2,911,2006
35.91518113,-115.0741129,3,3,1813,2022
35.4753017,-97.73754759,4,2,1731,2006
35.65293994,-97.48711627,3,2,1695,2001
35.3733797,-97.51849492,3,1.1,1566,1972
35.64707267,-97.73540908,5,2,1922,2023
35.24516338,-97.45571108,2,1,917,1938
30.01968333,-95.45986049,4,2.1,2265,1982
29.98666024,-95.57684032,4,2.1,2315,1993
36.20200491,-115.1748396,4,2,1589,2001
33.20240035,-111.5852083,4,2,2178,2012
33.39804017,-112.1688765,4,3,2165,2005
33.3710175,-111.7048981,4,2.5,1923,2005
32.92900099,-97.32998595,3,2,1694,2012
33.0415628,-96.89521315,3,3,1901,2010
32.9209229,-97.30175944,3,2,2161,2005
33.29363035,-96.74426957,4,3,2511,2021
32.81611983,-97.38285357,3,2,1397,1986
33.23321509,-96.98209767,4,3,2051,2018
32.6392757,-97.0433307,3,2,1409,1978
33.25003838,-96.80792233,4,3,2246,2018
32.93544107,-97.39398362,3,2,1391,2002
32.64770625,-97.2041927,3,2,1865,2013
33.00896886,-96.84231441,4,2,2316,1978
33.38716017,-96.56612974,3,2,1744,2004
33.28065788,-96.77564559,4,2,2168,2019
32.94185194,-96.3900056,4,2,2194,2005
33.32475469,-111.7736618,4,2,1643,1991
30.33453906,-95.45278781,4,3.1,2448,2022
30.06483681,-95.40483047,4,2,1832,1978
29.54213292,-95.38178791,3,2,1960,2022
30.0740945,-95.17887461,4,2.1,2079,1982
29.837326,-95.70919035,3,2.1,2175,2018
29.6691254,-95.61618863,3,2,1820,1976
29.89583456,-95.72135846,3,2,1635,2006
30.13383379,-95.4192246,4,3,3121,2018
30.12285454,-95.78219648,3,2,1333,2021
29.70041272,-95.90852062,4,3,2090,2020
29.8439669,-94.95279145,4,2.1,2390,2013
29.48849492,-95.4189951,4,2.1,2263,2017
29.88468209,-95.73230404,3,2,1462,2004
29.65937126,-95.64672374,4,2,1831,2002
29.87001973,-95.59875336,4,2,1986,1988
29.82188301,-95.85992622,4,2.1,1858,2019
29.86722858,-95.19293834,3,2,1306,2018
35.99272189,-115.2106068,4,4,2300,2003
36.19004175,-115.232497,4,3,2084,1990
35.97099818,-115.1088291,3,3,1670,2006
36.11232132,-115.3108619,4,5,3977,1998
36.187578,-115.3322113,3,3,1792,1994
35.94546205,-115.0782021,3,3,2642,2004
36.00664434,-115.0124453,4,3,2984,2015
36.04958804,-115.3009327,3,3,1486,2007
36.30873597,-115.2156428,3,2,1414,2004
35.97712145,-115.1423687,3,3,1752,1999
35.96927678,-115.1654417,3,3,1585,2006
36.17771762,-115.356998,3,3,2301,2004
36.27667185,-115.1809113,4,2,1950,2006
36.24001879,-115.3219152,4,3,1976,2006
35.97199065,-115.1213325,3,3,1344,2004
35.93681044,-115.077516,2,2,1729,2005
36.17261836,-115.2744485,4,5,2582,1989
35.34280512,-97.49874247,3,2,1458,2005
35.7074253,-97.3939492,3,2,1564,2022
29.81346595,-95.84058932,2,1.1,3175,1961
29.99985519,-95.5508629,4,2.1,2997,1998
30.01704799,-95.37703584,4,2.1,1898,2014
30.09152265,-95.73759086,3,2,1843,2015
30.11419708,-95.41352816,3,2,1887,2006
29.94069315,-95.53250151,4,2,2340,1999
29.67426732,-95.35732042,3,2,1332,1955
40.08598191,-82.98988471,3,2,2083,1966
39.94773843,-82.8487183,3,2,1341,1960
25.59183352,-80.37404857,3,1,1917,1969
26.70224013,-80.2213539,4,2,1616,2003
25.76430439,-80.2268179,3,2,1039,1938
29.64986317,-95.73977746,4,2.1,2501,2021
36.09255702,-115.3239952,4,2,2156,2008
36.29640881,-115.3137916,3,2,1241,2000
35.93950402,-115.051856,3,2,1568,2005
36.04308629,-115.0714486,3,3,1859,2015
30.11184629,-95.54090066,3,2,1563,2004
29.62979906,-95.78718496,3,2,2012,2011
29.68915317,-95.38166671,2,1,1056,1950
29.49683953,-95.51492928,4,3.1,2985,1999
29.43318466,-95.1047545,3,2,1876,2014
29.78803435,-95.96355599,3,2,1495,1931
30.00867187,-95.81692377,3,2,1507,2004
29.68995237,-95.5834909,3,2,1758,1967
30.13142666,-95.41738127,4,2,1812,1993
29.72358442,-95.83281956,4,2.1,2738,2006
26.03646476,-80.30216184,2,2,1288,1966
25.76077899,-80.3970318,4,3,2895,1987
29.0668472,-81.22611853,4,2,2309,2020
27.55971306,-82.42384456,3,3,1682,2012
27.729686,-82.42369106,4,3,2581,2021
28.6769365,-81.26095824,2,2,1310,1986
28.34833816,-81.47626955,3,2,1367,1986
28.18087086,-82.3047,4,3,2863,2001
27.93455412,-80.66888866,4,2,1711,2023
28.48737178,-81.52763265,4,2,2283,2004
28.57620367,-80.81490112,3,2,1173,1964
28.086199,-81.77955366,4,3,2315,2022
28.28659283,-81.33192507,3,2,1887,1998
27.9593124,-81.93572825,2,2,1250,1986
28.24562484,-82.35963362,4,4,3224,2015
28.37692183,-81.17095903,4,3,2133,2018
28.91018814,-81.266429,2,1,1191,1971
28.45356649,-81.6473238,4,3,2674,2018
27.80805932,-82.32779489,3,2,1214,2004
28.35796745,-82.55911962,3,2,2102,2005
26.59031666,-81.99943916,3,2,1414,1999
27.58811678,-82.50698226,3,2,1532,2021
28.90184555,-81.23985742,3,1,1010,1965
27.97286093,-80.65523605,3,2,1324,2021
28.23921159,-82.27430826,4,3,1821,2005
27.75185425,-82.35100843,3,3,1916,2010
28.05307836,-82.36506345,3,2,1489,1954
28.17297872,-82.35359703,5,3,2631,2005
28.31852477,-81.67520309,5,4,2713,2001
28.43987289,-81.18753051,5,3,2634,2023
28.02130983,-82.5091195,2,1,926,2007
28.10208553,-82.54176769,4,3,2403,2004
28.3417118,-81.63659204,3,2,1034,1994
28.93714833,-81.88406065,3,2,1024,1982
27.79927426,-82.25227608,4,3,3568,2005
27.93746504,-82.26417548,4,3,2705,2010
27.72653081,-82.38627775,3,3,2312,2016
27.93053398,-81.99383658,5,3,2848,2021
27.81612925,-82.32429911,4,2,1710,2002
27.84009062,-82.36608118,3,2,1543,2016
28.29528011,-81.38425929,4,2,1857,2022
27.77126286,-82.70845465,4,2,1096,1941
28.84191572,-81.70937811,2,2,1082,1991
27.79040442,-82.31057489,4,3,2135,2019
27.89984485,-82.21808704,3,2,2342,1998
28.5638426,-81.21233041,2,2,1227,1989
27.96609188,-82.05134654,3,2,1916,1975
28.67228506,-81.20562703,3,3,1602,1992
28.33614552,-81.64992406,3,2,1856,2019
28.65963964,-81.25682004,2,2,1257,1982
33.74127423,-84.86865275,5,3,3009,2004
32.80942514,-97.17478671,3,2,1638,1996
33.6208263,-83.98818484,3,2,1323,1979
33.73485945,-85.00021432,4,2,1360,1999
33.96956969,-84.16995018,4,4,2869,2017
33.42135481,-84.21734003,5,4,4781,2017
34.04260573,-84.72123917,3,3,1965,2003
33.35713418,-84.77947072,3,1,755,1973
33.82387515,-84.63378522,4,3,2523,2014
33.96369331,-84.80785121,3,3,2020,2013
33.58774584,-83.90205725,3,2,1282,2003
33.39221042,-84.78423796,3,3,1749,2014
33.34258017,-84.77419546,5,3,2847,2006
33.69557494,-84.61984047,4,3,1937,2003
33.46314226,-84.14166225,5,3,2375,2001
34.21680641,-84.86317799,2,3,1660,2009
33.44226036,-84.33378589,3,3,1702,1996
33.54444149,-84.50062281,4,3,2477,2006
33.41964415,-84.49057371,3,2,1618,1990
33.45345765,-84.35540501,3,2,1649,2007
34.06428653,-84.46631722,3,2,1741,1986
33.40814032,-84.235318,4,3,2681,2003
33.41861847,-83.88323768,3,2,1466,2005
33.67670048,-84.16390617,4,3,2712,2003
27.84586196,-82.73396747,3,2,1578,1984
27.69645533,-82.420273,4,3,1911,2022
28.28897227,-82.64171359,4,2,1903,1987
27.84990169,-82.7373272,3,2,1329,1974
28.86207684,-81.64127983,2,2,1564,1920
27.73247781,-82.4255214,6,4,2751,2013
27.99234887,-82.37702548,3,2,1041,2000
28.39615893,-81.6960703,3,2,1590,2001
28.20662495,-82.43407414,4,3,2379,2000
29.01106463,-81.31451413,3,2,2034,1993
27.94347482,-81.78780672,3,2,1422,2023
28.60056826,-81.31934491,3,2,2080,1987
27.9244848,-82.55730916,3,2,1561,1958
28.13994139,-82.28916872,3,3,1749,2019
28.52783366,-81.56839812,4,3,2826,2006
27.79703196,-82.25666751,4,3,1935,2019
28.02656066,-82.4677543,4,2,2161,2018
28.49729334,-81.55989171,4,4,2246,2014
29.06105739,-81.25253217,3,2,1234,1979
29.62220939,-95.13947036,4,2.1,2679,2004
29.68411255,-95.67298975,3,2.1,1854,2004
29.94879492,-95.61580031,5,3.1,3663,2002
29.57841514,-95.33192132,3,2,1158,1982
30.07441441,-95.83342768,3,2,1710,2022
29.83739345,-95.81305122,4,3,2624,2018
34.71667152,-90.01037477,3,2,1645,1997
34.04824295,-84.32442108,4,4,3069,2001
28.53152385,-81.77364224,2,2,1311,1969
28.39863348,-81.68322998,5,4,2193,2005
28.25084679,-82.29352705,4,3,1980,2001
34.03009306,-84.14139022,2,2,1593,2001
35.99943214,-115.2990473,3,3,1542,2018
36.23755475,-115.2746234,4,3,2249,1989
36.08859806,-115.3031374,3,2,1471,2005
36.0305739,-115.1161958,3,2,1183,1990
30.06526997,-95.25607537,3,2,2362,2022
29.52768488,-95.38932589,3,2,1875,1997
32.87446436,-97.3283155,4,2,2517,1997
32.69469046,-96.40052105,3,2,2257,2020
29.8324418,-95.68980127,3,2.1,1880,2008
29.75753275,-95.01012678,4,2.1,1436,1978
36.02808831,-115.2718081,3,2,1975,2002
33.70081341,-84.74403308,4,3,2207,2001
33.26787444,-96.77029976,4,3,2347,2020
35.11075698,-80.7327724,4,3,2969,2001
35.26317864,-81.2527173,3,1,1129,1935
35.28058104,-80.90098919,3,3,1505,2004
35.28290892,-80.88986272,3,3,1827,2003
34.95901692,-80.70581757,4,4,3064,2013
35.15769184,-80.69952508,4,3,1957,1979
35.00928449,-80.63973231,3,2,1576,2005
35.43574845,-80.65528449,3,2,1318,2015
34.95980803,-80.61405926,3,2,1488,2010
35.463954,-80.88970119,3,2,1407,2003
35.30498986,-80.77789425,3,3,1635,1999
29.01527149,-80.91790912,2,2,975,1984
32.96301867,-97.09242156,3,3,1811,1986
32.8770954,-97.26829216,3,2,1365,1992
32.99491377,-96.50598887,4,2,1977,2000
32.81361454,-96.7152232,1,1,388,2020
33.25269962,-96.6692708,3,2,1408,2006
33.19421091,-96.95863185,4,4,2602,2022
32.89177213,-97.36533687,3,2,1785,2016
33.20490956,-96.79194772,4,4,3104,2015
33.00894859,-96.67550334,4,3,2630,1985
32.63001767,-97.33726393,3,1,976,1958
32.74317277,-97.43653406,3,2,1398,1959
33.02693474,-96.75039759,4,2,1924,1972
32.64917354,-97.34830457,4,2,1889,2012
32.64890304,-97.113989,3,2,1610,1989
33.20790929,-96.94515351,3,2,1714,2003
33.21739362,-96.82118989,4,4,2742,2020
26.67740837,-81.86000865,3,2,1681,2021
26.64659551,-81.68655731,4,2,1647,2023
26.2151222,-80.23200584,3,2,1290,1972
33.23989469,-111.7582626,4,2,2208,2001
33.64940479,-112.0043681,3,2,1524,2006
33.41218701,-112.549484,5,2.5,2193,2006
33.47323432,-111.9478861,3,2,1405,1953
33.37562572,-112.6040735,3,2,1522,2018
33.3644524,-111.5903665,6,3,2253,2000
33.46016581,-112.5434469,6,2.5,2730,2016
28.265879,-81.31275907,4,3,1805,2001
27.90306319,-82.31740496,3,2,1550,1998
28.54456929,-81.59852941,4,3,2144,2021
28.38471083,-81.17799883,3,3,2192,2023
33.48615886,-112.4113481,4,3.5,2640,2022
33.23408386,-111.6668739,4,2.5,2186,2004
33.27265605,-111.7217418,4,2.5,2003,2004
33.2911944,-111.7936105,7,3,2978,2001
33.89332397,-84.34478481,5,5,2976,1950
29.010232,-81.30596169,3,2,1625,2022
27.84452782,-82.0441051,5,3,2497,2023
26.29638857,-81.83140851,3,2,1675,1984
38.75528366,-90.6172903,3,3,1539,2022
34.37074873,-83.93313649,4,3,2789,2007
28.44926467,-81.49799547,4,3,2682,1994
32.57470241,-97.3281671,3,2,1774,1970
33.19122993,-96.89416679,3,2,1465,2000
32.60501842,-97.12254177,3,2,1630,2003
29.86137688,-95.76573783,4,2,1833,2022
33.41628081,-111.9227304,4,2,1195,1961
32.71729941,-96.88398174,4,2,1403,1965
33.47466851,-112.3601298,4,2,1885,2002
33.02495156,-97.06055934,3,3,2081,1991
33.30231762,-111.6889966,3,2.5,1935,2015
27.10807998,-80.25707263,3,2,1714,2018
35.22379024,-80.8580165,2,1,1019,1938
26.0044124,-80.13577847,3,2,2117,1972
33.1656737,-96.983059,3,2,1293,2022
35.13525151,-80.75698786,3,2,2132,1968
32.97243113,-97.21560405,3,2,1884,1992
33.44182523,-112.3317932,5,2.5,2054,2016
32.68444995,-96.81989299,3,1,1144,1956
33.96286004,-84.27598093,4,5,3634,1976
34.11099831,-84.53095657,3,2,1406,1973
33.08497199,-112.0248293,4,2,1791,2003
33.80754991,-84.77197671,3,2,1372,1992
33.56051086,-84.81084516,4,3,2301,1986
28.39018249,-81.66965337,4,2,1787,2017
33.49134573,-83.98685626,4,4,2538,2013
28.53139548,-81.5321718,4,3,2324,1991
33.51385745,-112.3447999,3,2,1709,2007
28.31125806,-81.3059768,3,2,1555,1992
29.80480359,-95.62895746,3,3.1,3786,2001
27.79415041,-82.30182402,3,2,1073,2001
33.10088976,-96.7404047,3,3,2056,1996
28.50497772,-81.60843679,3,3,2448,2006
35.14118832,-81.02632341,4,3,2420,2005
33.50922001,-112.2423807,6,3.5,3177,2023
32.67650302,-97.18399009,3,2,1729,1979
28.34930261,-81.67695355,3,2,1239,1994
26.65404274,-81.64151872,5,3,1835,2023
28.20920279,-82.54059888,3,3,2439,2015
26.01832789,-80.21470409,3,2,1396,1960
33.54271755,-112.4360928,5,3,2415,2023
33.66291461,-112.0652618,3,2,1337,1982
33.15380035,-96.88286585,2,2,1552,2014
33.37105371,-111.8557231,3,2,1234,1972
32.36187737,-111.1544249,3,2,1635,2003
29.48940219,-95.21094487,4,3.2,4719,2013
33.20652941,-96.69088453,4,2,2062,2010
33.69417929,-84.15996251,5,3,2581,1998
32.95597335,-97.2499713,3,2,1878,2008
29.62635351,-95.45699472,4,2,1191,1995
32.69419636,-96.61684,3,2,1185,1972
33.95029151,-84.02522797,5,4,2923,2018
32.87368155,-97.02067221,4,3,3260,2017
29.05866994,-81.02961686,2,2,1819,2007
32.73754298,-96.6383698,2,2,946,1986
29.6056944,-95.48539722,4,2.1,2419,2006
33.11524248,-96.60213531,4,2,2449,1998
32.64605195,-97.39986668,3,2,2027,1977
32.86177458,-97.36869687,3,2,2024,2019
27.79371446,-80.523391,2,2,974,1979
32.95899633,-96.61801263,3,2,1941,2013
32.69995038,-97.5766614,3,3,2258,2020
33.31280695,-96.79054702,4,3,2485,2018
26.1518948,-81.75482929,3,2,1633,1971
29.09068412,-80.98570578,3,2,1546,1985
33.17936871,-96.90052878,3,2,2017,2016
33.16365609,-96.68632834,4,3,3224,2002
26.57845684,-81.99212047,3,2,1346,1990
33.09434984,-96.76544293,3,3,2055,2006
32.6841182,-97.28960355,3,2,1629,1971
36.03390941,-115.1870128,4,3,2857,2021
39.6518568,-84.20285942,4,4,4224,1999
30.10103238,-95.48591197,4,2,1153,2004
32.84697335,-97.4261582,3,2,1890,2002
29.81661733,-95.35027905,2,1,1108,1960
39.03609009,-84.39756189,4,2,1866,1939
25.7750561,-80.37260525,3,2,1407,1985
35.64251181,-97.51779478,3,2,1792,2008
28.58055709,-81.21432766,3,2,1006,1977
26.27734702,-81.66996069,3,3,2345,2003
28.59365433,-81.3773614,3,3,2107,2016
33.19256243,-96.6885875,3,2,1978,2006
28.55041043,-81.3344679,4,3,2265,2014
26.69358163,-81.97627418,3,2,1482,2019
33.20392436,-96.75573906,3,3,2242,2017
29.77616195,-95.65624018,3,2,1887,2008
33.01280384,-96.67605894,3,2,1627,1983
32.0379773,-110.7529138,4,2,1873,2023
32.8983188,-97.27820594,4,2,1873,2000
32.29540538,-110.9437034,1,1,526,1950
32.73557805,-96.46820524,4,2,2335,2023
36.18036422,-115.3170113,4,3,2377,1999
29.47450174,-95.09142982,4,3.1,2412,2020
27.343956,-82.43994103,2,2,1172,1972
28.55075271,-81.60163174,4,3,1132,2023
28.28916354,-81.67000464,4,3,1803,2003
28.00107934,-81.73713866,3,2,1700,2019
27.50462929,-82.50382261,3,2,1573,2000
35.62311262,-97.51066749,3,1,895,1960
29.48237362,-94.90979991,2,2,1199,2002
35.69432172,-97.49152056,3,2,1329,1985
29.71799763,-95.54038282,3,2,1755,1981
29.85126941,-95.78454399,3,2,1721,1993
29.90724836,-95.75267802,4,2.1,2823,2016
27.98427076,-82.49067488,4,2,1401,2008
33.45980271,-84.56125018,3,3,1747,1997
33.5778344,-84.28829562,4,2,1879,1992
33.39945237,-84.34600526,3,2,1595,1997
32.87521223,-97.17266708,4,3,2559,1999
34.09415451,-84.27881628,3,3,1377,2001
27.94409234,-82.77557042,2,2,904,1959
28.5207488,-81.423667,2,2,1301,1967
27.71758712,-82.40341206,4,4,2788,2022
33.06732107,-96.71030827,4,3,2189,1977
32.32908601,-96.91353676,3,2,2049,2022
27.74809641,-82.34396699,3,2,1418,2017
28.17414586,-81.67005412,3,2,1581,2004
27.84070467,-82.78899704,3,2,1393,1960
28.43882947,-81.25715413,4,4,2459,2022
28.01474493,-82.43198863,3,2,1102,1941
26.00419759,-80.20119639,4,4,2090,1978
32.83963029,-97.38863575,3,2,1635,1979
32.72687773,-97.45771167,6,3,2107,1961
33.23856746,-97.11602938,2,1,689,1969
32.59568297,-97.31118029,3,3,1911,2019
32.57996679,-97.39830332,3,3,2212,2005
32.89413632,-97.55524703,4,3,2037,2023
32.84283113,-96.72734102,3,2,1964,1950
32.85129095,-97.08376797,3,2,1706,1996
32.97758064,-96.51127151,3,2,2103,2004
29.55982765,-95.78030606,4,2.1,2606,2006
29.91631016,-95.63240062,3,2,1760,1998
36.26217561,-115.2357378,4,3,2786,2005
25.47640341,-80.45992735,3,2,1501,2005
25.69815018,-80.37206547,3,2,1672,1983
25.46306994,-80.46271392,3,3,1703,2005
33.13596409,-97.21488661,4,3,2813,2021
32.91287886,-96.95109112,3,2,1777,1995
32.64427158,-97.06220057,3,2,1365,1983
32.95614959,-96.3016044,3,2,1641,2021
32.89458891,-97.3001757,4,2,1969,1997
32.59551862,-97.26307135,3,2,1366,1972
33.14054409,-96.92559166,3,2,1637,1999
32.53012822,-96.8308491,3,2,2382,1998
32.76585628,-96.86053513,2,2,1508,1947
32.73429539,-96.65452276,4,2,1284,1969
33.20949658,-96.66096878,3,2,2186,2018
32.87990789,-97.13452279,3,3,1763,1985
33.1336392,-96.7598045,3,2,1838,2001
32.95589657,-96.87477746,3,2,1243,1973
32.81865085,-97.35267098,4,3,2613,2005
32.61613903,-97.41716531,4,4,3377,2012
32.85087168,-96.64479379,3,1,1069,1951
33.04158552,-97.07799516,5,4,2770,1996
32.97297617,-96.33304992,4,2,1891,2020
32.85632337,-97.26153426,3,2,1169,1956
32.67136355,-96.78889634,3,2,1630,1961
33.04750552,-97.27673847,3,2,1690,2021
32.67378728,-97.08671685,3,2,1276,1985
32.58726621,-96.8233923,3,2,1559,1972
32.3708987,-97.67435919,3,2,1669,1993
32.62526073,-97.06828247,4,2,1866,2006
32.66098937,-96.76629483,3,2,1675,2004
32.97739045,-97.22325687,4,3,2434,1980
32.95010252,-96.69293309,4,3,1791,1973
29.94677092,-95.1968115,4,2.1,2546,2017
29.72776392,-95.11744591,3,1.1,1149,1961
36.03664466,-115.2418884,4,3,2014,2006
36.01333123,-115.2950246,3,3,1557,2009
36.18089953,-115.3272321,4,4,3249,2014
36.0146448,-115.119616,5,4,4055,2002
36.23198451,-115.2402312,3,3,1800,1990
35.97580272,-115.0667885,3,2,2328,2003
36.00808045,-115.1917237,4,3,2904,2018
36.31653215,-115.2669754,3,2,1322,2001
36.06026858,-115.2993591,3,3,2296,2016
29.8928512,-95.70980496,4,2,1822,2004
36.23766785,-115.2022105,3,3,1152,1998
29.66623862,-95.58524136,4,2.1,2612,2004
30.19534555,-95.44682972,4,2.1,2006,2023
34.95565133,-89.80429848,3,2,1357,1998
27.71074285,-82.4516856,6,3,3350,2020
33.19143859,-97.11355957,3,2,1374,2005
32.696442,-97.25546611,4,2,1472,1951
32.89508242,-97.4311121,3,2,1670,1984
33.10810577,-97.18669329,3,2,1836,2019
33.53928958,-112.2844831,5,3,1923,2023
33.47180059,-112.23912,5,3,1966,2023
33.40811013,-112.2128117,4,3,1789,2023
35.61454827,-97.64777597,3,2,1765,2005
40.04781411,-83.17265194,4,3,2569,2007
39.85591173,-82.81024409,4,3,2312,2014
26.28125447,-80.21174835,3,3,2100,1988
29.58476663,-95.28045398,4,2,1984,1998
26.09708995,-80.22431059,3,2,1444,1953
30.09833488,-95.51978148,4,2.1,2536,2005
30.47264342,-95.64576604,3,2.1,2816,2011
29.90690912,-95.2772635,3,2.1,1855,2016
30.01402086,-95.67987866,4,2.1,2779,2003
30.3077612,-95.7936132,4,2.1,2618,2021
29.74353777,-95.65540438,4,2,1761,1980
29.89088218,-95.63923174,4,2.1,2394,1987
29.84717401,-95.32479401,2,1,1053,1952
29.50731115,-95.11229947,4,2.1,2542,1991
29.82021527,-95.32836556,4,2,1996,1952
30.05756623,-95.46969399,4,2,1888,1982
29.59980984,-95.73950191,4,3.1,2540,2021
29.69282951,-95.59790988,4,2.1,2187,1978
29.90099013,-95.04428906,4,2.1,2418,2018
29.51243128,-94.9822343,3,1.1,1111,1960
29.53263825,-95.21521206,3,2,1399,1970
30.10719226,-95.43982187,3,2.1,2148,2004
29.4904102,-95.21135038,4,2.1,1881,1970
29.6030894,-95.20072309,4,2.1,2170,2004
29.98477467,-95.3701795,3,2,1460,2004
29.57381,-95.12832936,3,2,2081,1976
30.04156252,-95.38465587,4,2.1,2152,2014
29.85468827,-95.73762278,3,2,1398,2005
29.99648373,-95.68934675,6,3,2641,2005
30.44166767,-95.41653853,3,2,1416,2021
30.01030136,-95.43423348,3,2.1,1724,2013
29.78739048,-95.81786605,4,3,2236,2017
36.02917768,-115.2411427,4,3,2222,2006
35.97638993,-115.1165417,3,3,1398,2007
36.06694807,-115.2321194,4,4,2681,2023
36.18783856,-115.2441131,2,2,1040,1990
36.25487504,-115.3141027,3,2,1554,2003
36.120712,-115.2090273,4,3,1948,1976
36.26503657,-115.3426931,3,2,1752,2008
36.20142005,-115.2799648,4,3,2750,1999
36.06698014,-115.3299595,3,2,1341,2003
28.17499802,-82.36236657,3,3,1649,1989
28.5364927,-81.59738008,4,3,2124,2017
28.60314282,-81.50806072,4,3,2642,2021
28.68949853,-81.374776,3,3,1400,1994
36.3092598,-115.3151988,3,3,1805,2008
36.1665763,-115.2071699,3,2,1317,1972
36.18114985,-115.3141869,4,2,2237,1999
36.26533064,-115.1081256,4,3,1770,2001
36.00896838,-115.2980043,4,4,2258,2013
36.18520412,-115.3220023,3,3,1465,1991
35.9985198,-115.1896232,3,3,1605,2007
36.15240772,-115.0557472,3,2,1568,2001
32.23427739,-110.9457115,1,1,609,1921
32.17344215,-110.830135,3,2,1687,1995
25.97591435,-80.12705183,3,3,2020,1978
25.7980566,-80.3993771,1,1,2433,2005
25.61461226,-80.35390086,3,3,8269,1993
26.0260625,-80.30529562,3,2,1402,1974
32.13319124,-110.8843073,3,2,1606,2006
32.10326316,-110.7894281,4,3,2294,1999
36.11565107,-115.2896583,3,2,1825,1995
36.09432928,-114.9912572,2,2,999,1986
36.02723525,-115.2093884,2,3,1443,2005
36.07923408,-115.2674522,4,3,2298,2005
36.03525101,-115.0967312,4,3,1934,2013
36.29056669,-115.1645056,3,2,1463,1999
36.09753536,-115.2403975,3,2,1226,1976
36.0573881,-115.1916514,3,3,1367,2005
36.06640784,-115.2875557,3,2,1599,2000
36.28792959,-115.2058834,3,3,1695,2004
36.20596324,-115.2635499,4,2,1275,1997
36.27444938,-115.1236399,4,3,2268,2006
36.01658718,-115.2590791,3,3,1200,2004
36.2052559,-115.3256533,4,3,2503,1996
29.24558992,-81.04786148,3,2,1102,1984
29.28600016,-81.1186006,3,2,1420,1980
33.68588069,-84.17393625,3,2,1537,1971
33.70804332,-84.80724147,3,2,1649,1973
