Latitude,Longitude,Bedrooms,Bathrooms,Square Feet,Year Built
27.96532792,-82.03954,3,2,1512,2004
34.11797338,-84.37102177,5,3,2251,1976
33.73945734,-84.15558303,3,2,2794,1987
32.8976044,-97.3687355,4,2,1834,2023
32.63464765,-97.08505072,4,2,3235,2003
32.79631069,-97.16881615,3,2,1766,2020
32.82807127,-96.57875475,3,2,1722,1976
33.42754261,-111.9216478,4,2,2013,1968
32.12062722,-110.7482657,5,3,1895,2021
33.36452307,-112.081984,5,2.5,2295,2007
33.78118683,-84.71060625,4,3,2257,2021
29.70343964,-95.40540016,3,2.1,1719,2023
33.16639198,-111.5400031,4,2,1937,2019
33.27757912,-96.59415635,3,3,2239,2022
28.32254262,-81.32897836,4,2,1646,1980
38.80912691,-90.35801468,3,1,1215,1959
27.96635631,-82.39235621,3,2,1165,2005
38.79376024,-90.44964617,4,2,1060,1936
27.76761706,-82.66746586,1,1,605,1920
38.60007795,-90.35736414,3,2,1078,1953
32.65167007,-97.20041664,3,2,1976,1978
29.7609402,-94.96443654,3,2,1528,1953
33.39208975,-111.8014733,3,2.5,1485,1996
33.4322323,-112.2150342,5,2,1662,1972
33.3053578,-96.57431244,4,3,2065,2023
33.51332219,-112.3378389,4,2.5,2227,1988
33.46332901,-112.3727542,4,2,1546,2000
33.38872773,-112.1164519,2,1,762,1956
26.60063085,-82.01150985,3,2,1733,1986
30.01525526,-95.66458172,3,2.1,2356,2002
33.42884881,-112.5408056,2,2,999,2005
33.86501688,-84.57362957,5,2,1194,1960
32.70148462,-97.35583285,3,2,2018,1959
33.41085674,-112.3716937,3,2,1660,2003
33.46207189,-111.6421438,3,2,1785,2019
33.71321969,-112.1080961,4,2.5,1733,1989
33.12316979,-96.81885477,3,2,1773,1997
34.93403909,-89.81015994,4,2,1879,2010
33.55978663,-112.2033694,3,1.75,1817,1973
27.01045276,-82.41946715,2,2,1120,1984
33.28323361,-111.6963123,4,2.5,2135,2004
28.21191274,-81.6644482,5,3,1783,2005
33.63274954,-112.3995887,3,2,1212,1997
28.2733691,-81.47422128,4,3,2237,2013
33.27750174,-111.5893718,4,3,1966,2020
26.99539242,-82.09338205,3,2,1513,1985
33.3201093,-111.7290998,3,2,1879,2018
29.95283271,-95.61489737,3,2.1,1821,2000
28.49494339,-81.58507394,4,4,2597,2023
32.34486807,-111.0148845,2,2,1313,1980
35.35396351,-80.56645307,3,2,1235,2000
36.27810372,-115.1194344,3,2,1809,2023
30.47492648,-81.63132864,3,2,1363,1993
33.83523353,-83.7259324,3,2,1402,2001
34.03135968,-84.13296797,4,3,2486,1984
33.70023364,-112.210243,4,2,1702,1999
33.52470582,-84.23552899,3,2,1203,1999
32.87399214,-97.07865694,3,3,2397,2002
28.63547331,-81.28119172,3,3,1829,1985
33.71733659,-112.4304282,4,2,1668,2021
27.05200849,-82.36711018,2,2,1277,1978
25.63102084,-80.37027161,3,2,1933,1973
27.74544204,-82.45055978,3,2,2034,2016
33.74989606,-84.96542173,3,2,1813,2000
27.76803799,-82.25336382,5,3,2254,2019
28.17883261,-81.47781944,4,2,1736,2016
28.03424503,-82.28522483,3,2,1529,2002
26.96277766,-82.07564636,3,2,920,1958
30.05746061,-95.49980481,3,2.1,2254,2006
26.07682299,-80.26197683,4,2,2136,2000
29.72081156,-95.64684627,3,2.1,1903,1978
33.30839702,-96.800034,3,2,1960,2015
35.2284358,-80.80005838,2,2,1160,1940
35.60485387,-80.78254608,4,3,3021,1973
32.92965966,-96.70723762,3,2,1245,1959
28.18057837,-82.32512999,4,2,1929,1998
33.1499769,-96.77796411,3,2,1627,1990
33.15553068,-97.12921754,3,2,1547,2003
32.71378076,-96.87400291,2,1,1102,1924
28.577964,-81.46679742,3,2,1332,1970
27.86738716,-82.79966884,3,1,1034,1988
36.20536296,-115.3118426,4,3,3140,1998
36.2206248,-115.3495572,4,3,1948,1997
29.55550895,-95.65669385,4,2.1,2378,1996
30.49421958,-81.55835363,3,2,1705,2005
30.17725921,-81.79589469,4,2,1997,2004
33.84959561,-84.07650214,5,2,2125,1976
33.84625106,-83.85257854,5,3,2735,2021
30.236583,-81.78814059,5,3,2496,2021
30.28962193,-81.50235634,3,3,1718,2021
25.88723452,-80.30734993,3,2,1496,1958
30.12566581,-81.49296457,4,3,2446,2014
30.27676773,-81.75133575,3,2,1322,1976
36.28097718,-115.2864161,3,3,1202,2008
30.03537299,-95.51332081,4,3,2054,2018
36.04993071,-115.197549,3,3,1379,2006
36.00577753,-115.1760826,3,3,1498,2006
36.1923498,-115.3393242,3,3,1650,1999
36.0474309,-115.1076126,3,2,1276,1981
35.96939712,-115.1453211,5,4,2893,2021
29.67319929,-95.46403473,3,3.1,2715,2009
29.69716063,-95.77118817,4,2.1,2122,2008
29.98181843,-95.60272779,4,3,2541,2003
29.56498717,-95.55947054,4,2.1,2962,1998
29.43370767,-95.46576134,4,2,1778,2020
25.99886947,-80.20137788,4,3,1563,1969
25.52523711,-80.42532867,4,2,1841,2004
26.18879608,-80.17482751,2,2,1252,1964
33.26212494,-97.11076319,3,1,901,1959
32.73236128,-97.38517818,3,1,1333,1923
33.14520391,-96.50300909,3,3,1818,2021
33.08264019,-96.75385344,4,2,2236,1984
36.15402689,-115.0385519,3,2,1414,1981
29.61694196,-95.32082779,4,2.1,2174,2021
33.19945869,-96.53396654,4,2,1649,2015
26.17694048,-80.18534306,3,1,1112,1960
33.067172,-97.00061939,3,3,2009,1985
35.99523408,-115.1405319,4,3,2226,2001
33.98877766,-84.70419611,4,3,2357,1990
34.14643999,-84.14986873,4,3,2164,2007
33.68538914,-84.47110266,5,3,2199,1961
33.80146621,-84.21247249,4,3,2059,1970
33.69360104,-84.50150017,3,3,1949,2001
33.77976372,-84.71686828,6,2,1970,1988
33.91382415,-84.61608321,3,2,1792,1966
33.77675524,-84.29099039,4,1,1214,1953
33.76128034,-84.15257073,3,3,1648,1998
33.53222326,-84.49295852,5,3,2496,2004
34.13439934,-84.48441177,4,3,2328,2014
34.13711938,-84.52455401,4,3,2459,2001
33.79003753,-84.4561001,3,1,1158,1940
33.55036041,-84.49662408,3,3,1658,2021
33.80390663,-83.97818787,5,3,2578,1979
33.81528431,-84.21800026,5,2,1948,1967
34.09559894,-84.32363581,4,3,2392,1996
33.47120365,-84.17085447,3,2,1597,2001
33.7553319,-84.16039574,3,2,1209,1962
33.74422162,-83.68537389,3,1,1477,1971
34.04701826,-84.76881721,3,3,2677,2008
33.90162187,-83.96846635,4,2,1410,1976
34.0115244,-84.8177891,4,3,3092,2014
33.78489334,-84.97184401,4,2,1529,2003
33.73199285,-84.23040513,3,2,1422,1964
30.26858165,-95.19203647,3,2.1,2323,2020
28.2144572,-82.33892479,4,2,1555,2003
26.66785771,-81.97507763,3,2,1767,2010
36.04001114,-115.2728326,5,3,2485,2021
35.99641437,-114.993723,5,3,3094,2001
36.05558908,-115.2746886,3,3,1757,2002
36.15233014,-115.2772013,3,3,1643,2005
33.21374012,-111.8414977,4,2,2162,2000
33.50312112,-112.5045928,4,2.5,2026,2020
33.07482473,-97.30847568,3,2,1800,2003
29.96862887,-95.57666402,4,3,2117,2020
39.93724406,-83.05849984,3,2,1399,1920
33.38845489,-112.0885548,3,2,1991,2012
40.08608686,-83.01842377,2,2,1241,1965
34.04008642,-84.05723064,3,2,1853,1999
33.40072571,-112.1882534,4,2,1790,2004
32.87789294,-97.44240978,4,3,2330,2023
29.5619816,-95.5581912,3,2.1,2540,1996
33.6197124,-112.3198639,4,2,1712,2002
30.43566039,-95.61768329,3,2,2226,1995
33.51986173,-112.1410047,3,2.5,1489,2019
35.58290356,-97.69894461,4,2,1847,1985
33.64839907,-112.0618118,4,2.5,2366,1998
29.85161145,-95.80727852,3,2,1607,2007
32.65882571,-97.41153363,3,2,1850,2004
29.59688454,-95.60522498,4,2.1,2770,1997
32.94579184,-96.51230444,3,2,1749,1999
36.21168038,-115.2232858,3,2,1337,1995
26.96964262,-82.24109427,3,3,1959,2023
29.71749941,-95.7363243,3,2,1740,1997
27.56813627,-82.44048914,3,2,1709,2010
29.47586631,-95.03263824,3,2.1,2380,2015
33.40642191,-112.1699615,3,2,1716,2006
25.69234295,-80.4390193,3,2,2216,2002
33.65517475,-112.2336808,4,2,2089,2002
26.10783813,-80.17472532,3,3,1758,1956
33.19564825,-111.5495919,5,3,2437,2021
26.57903072,-81.59174526,3,2,1447,2007
33.47036847,-112.2834431,3,2.5,1309,2009
30.30850321,-81.46163997,4,3,3058,2005
33.53958867,-112.2535376,4,3,2154,2022
30.11398174,-81.79997177,3,2,1435,1976
28.56231101,-81.6961225,4,2,2480,2004
25.80973749,-80.18747162,5,3,1698,2022
28.08733043,-81.62655324,3,2,1507,2021
29.57719625,-95.17791751,3,2.1,2232,1987
27.91398557,-82.27495256,4,3,2666,2002
29.69433264,-95.75713398,4,2,2041,2003
27.87861229,-82.24996803,4,3,1855,1983
29.8892381,-95.70140978,3,2,1458,2005
28.24003071,-82.24040419,4,3,2103,2006
29.65524501,-95.41540804,3,2,1235,2018
28.5793267,-81.79200129,4,2,1815,2023
30.10032892,-95.53340791,3,2.1,2198,2006
27.93092504,-82.33711584,5,3,2625,2014
30.00358139,-95.28509653,1,1,481,1961
28.26504671,-82.23440502,4,2,2041,2006
33.33751788,-96.68762695,4,3,1862,2021
27.85850286,-82.27292965,4,3,2715,1982
33.73996206,-84.94887722,3,2,1209,2002
33.58667968,-84.50298538,5,3,2581,1991
34.09105322,-84.46944208,4,3,2796,2005
33.54981085,-84.26144061,3,2,1232,1998
33.60967292,-84.40265339,4,3,1655,1977
28.27078573,-82.68342805,3,2,1188,1979
28.48730776,-81.74037562,4,2,2120,2005
33.02370857,-96.78669402,4,3,2321,1975
33.17956908,-96.9570792,4,2,1921,2008
33.43480364,-111.724986,2,2,1555,1971
33.41102446,-111.6643302,4,3,1794,2020
33.67036049,-112.1000618,4,2,1732,1993
33.70183841,-83.99945045,4,3,2606,1971
29.8135684,-95.32433031,3,1,1014,1948
33.15267786,-96.72647078,3,4,2842,2021
33.35511612,-96.57785083,3,2,1813,2023
33.20264824,-96.90871459,3,2,1811,2018
29.61850088,-95.46840142,3,2.1,1561,2003
29.97808688,-95.62472204,4,3.1,2945,1982
29.9051821,-95.67106826,5,2,2525,2010
28.92302461,-81.23208317,3,2,1087,1996
28.34816507,-82.65907467,2,2,1511,1976
33.12775605,-97.30736244,4,4,3094,2020
32.68569602,-97.48420453,4,2,2344,1995
28.69847874,-81.31004749,4,3,2095,2017
33.0614677,-96.65944513,3,2,1797,1978
32.90209169,-96.88236496,4,3,2312,1960
33.83171256,-83.88814861,4,3,2490,2023
28.05813071,-82.49524565,3,1,1290,1955
28.52935204,-81.77294098,4,3,1956,2022
27.9243425,-82.51834541,3,1,886,1918
28.17656895,-81.61959232,4,2,1845,2022
28.46643688,-81.7940458,3,2,1978,2022
33.39271548,-112.2926039,4,2,1968,2016
28.1817163,-82.583724,4,3,2127,2019
33.70074447,-84.11011297,4,2,1132,1991
32.68274089,-97.10766134,3,2,1520,1985
32.89584851,-96.43679089,3,2,1848,2005
33.18456252,-96.91687693,3,2,1891,2004
30.09768889,-95.22662012,4,2,1900,1990
26.13527009,-80.30477247,3,2,1524,1990
32.72716512,-96.47795659,3,2,1428,2023
33.3589215,-96.73921444,4,2,2026,2022
29.69167238,-95.64975727,4,2,1900,2008
33.16246537,-96.72093313,4,3,2424,2003
32.73867748,-96.49464256,4,3,2172,2021
29.95532303,-95.44737456,3,2,1730,1998
30.10564256,-95.18072228,4,2.1,2564,1990
29.76850109,-95.76033857,3,2,1779,1976
33.17855128,-96.90173921,5,2,2052,2003
29.4950661,-95.03462913,4,2,1696,1955
32.928275,-96.61653111,2,1,835,1954
30.28052615,-81.39873436,4,3,2514,1999
33.01882704,-96.91750001,4,3,2936,2016
29.82005615,-95.80148173,5,2.1,2711,2010
32.75732783,-97.47001196,4,2,1743,2019
29.44005902,-95.42591799,3,2,1441,2022
32.5685943,-97.11204822,3,2,1431,1998
29.96394195,-95.14416875,4,2,2048,2006
32.90207546,-97.36492626,3,2,1564,2009
36.18822326,-115.3090552,4,3,2324,2004
28.17155009,-82.40434212,5,3,3244,1997
36.24007356,-115.2486032,3,3,2174,1993
26.03439827,-80.13567791,2,2,1220,1949
33.42709124,-112.2279516,3,2.5,1484,2023
28.39219427,-81.21272934,4,3,2129,2016
33.7660888,-84.43327121,4,3,4374,2020
32.78224859,-96.84547828,2,2,1004,1999
27.51053501,-82.5368953,2,2,1758,2004
28.52786417,-81.4048632,3,1,1019,1955
32.62012037,-97.06231533,4,3,2398,2000
25.57620643,-80.46402566,4,3,1935,1998
29.71200659,-95.87471949,4,2.1,2345,2013
25.54346304,-80.40547304,3,2,1308,1983
29.61993781,-95.43535491,3,2.1,1437,1960
32.93552931,-97.39922204,4,3,2731,2019
29.68171339,-95.78771386,4,3,3309,2003
35.13525061,-80.87135799,3,2,1666,1956
29.98999369,-95.45871928,3,2,1820,2006
33.63094215,-112.0005296,4,2,1795,1977
30.18952233,-95.63614417,2,2.1,1892,1991
29.86787138,-95.73609732,3,2.1,1732,2008
36.31981141,-115.3187471,4,3,1872,2023
29.83714668,-95.68437165,3,2,1807,1982
35.97125129,-115.1388756,3,3,1623,2006
30.16639365,-95.49062967,3,2.1,1770,1985
36.06038922,-115.2099276,2,2,1233,1997
33.08901346,-96.88510282,3,2,1691,1984
36.23431797,-115.2966574,3,3,1345,2004
36.05676253,-114.9997209,4,3,2006,2023
36.01946301,-115.0708294,3,3,1537,1990
32.85405182,-97.33725607,3,2,2082,2019
36.12340048,-115.3055736,5,4,2924,1991
33.84229916,-83.90525233,6,3,2521,2023
36.10495172,-115.2306869,3,2,1213,1974
33.70930462,-112.1184554,3,2,1546,1999
36.03868929,-115.2855956,3,3,1234,2006
33.16937854,-96.7331743,5,5,4393,2023
29.65854112,-95.59494669,3,2,1836,1982
33.06218652,-96.76567737,4,4,2938,1995
30.146066,-95.4344351,3,2,1298,1977
28.00847142,-82.48157116,3,2,1286,1925
29.70619138,-95.73585906,4,3,2244,2020
33.64308661,-84.91931129,3,2,1603,1994
29.75200025,-95.57858495,4,3.1,2649,2014
33.74179719,-84.28524273,4,3,3355,1959
27.49818145,-82.40538316,4,4,2802,2022
28.33905469,-82.15636533,3,2,1226,2005
28.5654069,-81.21605618,3,2,1346,1993
28.03089647,-81.67276386,3,2,1564,2023
28.46689052,-82.50992513,4,2,1823,2023
26.62187567,-81.72345071,3,2,1135,2004
28.32132714,-82.71453219,3,2,1987,1987
33.66882059,-112.0051668,3,2,1508,1996
28.03185832,-82.60616678,4,2,2369,1988
33.58021553,-112.3678584,5,2.5,2120,2005
27.02318308,-82.013513,4,2,1831,2022
33.47524907,-112.3075154,5,3,2346,2003
27.90354696,-82.50736049,3,2,1598,1958
33.29607425,-111.8043037,2,2,1121,1987
28.54034491,-81.62531949,3,2,1789,2009
32.59742796,-97.30722211,3,2,1900,2002
27.93543051,-82.78056499,4,3,1768,1958
33.21595433,-96.63272553,2,1,706,1945
28.2384662,-81.40946924,4,3,1996,2017
33.11695437,-96.90770908,4,3,2172,2011
28.05188451,-82.68342892,2,3,1375,1973
33.27233292,-111.8799322,6,2,2176,2009
28.37429012,-81.50158394,2,2,1355,1991
27.56381152,-82.53698659,4,2,1647,2019
33.62573147,-84.31315899,3,1,1153,1971
33.7580396,-84.43216548,4,3,2280,2020
33.88056982,-84.10781699,4,3,3147,1978
33.9539828,-84.24699787,4,4,2460,1967
29.79353971,-95.79939481,3,2,1673,2018
29.53064396,-95.14459039,4,2,2322,2003
29.90388175,-95.41203743,4,2.1,1615,1968
29.85189893,-95.53829772,3,2,2101,2017
29.76784102,-95.20219146,4,2,2420,2009
29.76978559,-95.37728977,2,1,833,1910
30.02906095,-95.18090547,4,3.1,2394,2021
29.79295924,-95.73554865,3,2,1413,1980
29.62939664,-95.66776341,3,2.1,1870,1983
30.18273714,-81.51975308,3,3,1730,2005
30.25979665,-81.61553214,2,1,873,1981
30.13144831,-81.53322808,3,3,1558,2020
30.02095225,-81.74226849,5,3,2521,2021
30.09715652,-95.22512857,3,2,1265,1977
29.8783961,-95.52700564,4,2,1885,1965
29.67086801,-95.80629771,3,2.1,2559,2009
29.99564197,-81.49016404,3,2,2120,2020
26.13476129,-80.19113681,3,2,1711,2000
33.10124597,-96.62530053,3,2,1725,2001
32.93007825,-96.53690622,3,2,1417,1993
33.28000246,-96.59749395,3,3,2309,2018
33.16290665,-96.76399839,4,2,1998,2011
32.96278431,-96.69123915,3,2,1562,1962
32.97165015,-97.09325138,3,2,2281,1980
33.13644561,-96.87792931,4,4,3545,2009
33.17198235,-96.48104113,3,3,2054,2016
32.54303043,-96.83654529,4,2,2238,2021
32.33753653,-97.34791241,4,2,1872,1950
33.16550539,-96.8820462,4,4,2424,2017
32.81453052,-97.10492668,3,2,1239,1968
32.70129196,-96.57496599,4,2,2191,2002
25.50355391,-80.4289911,1,1,702,1953
32.8476419,-96.63022693,4,2,2242,1976
33.02517966,-97.4038708,4,2,1948,2006
33.39150295,-112.2343318,4,2,1611,2005
33.40969634,-112.2111506,4,3,1962,2019
34.34383018,-84.50042231,5,4,3741,2022
33.62450875,-112.4359588,5,2.5,2334,2004
32.84895042,-97.14948169,3,3,1691,2021
33.63394711,-84.52331252,3,3,1448,2005
26.24193712,-80.22235297,3,2,966,1962
29.53870286,-95.51997068,4,2.1,2204,1994
33.02415727,-96.69784379,2,2,1303,1960
33.03352968,-112.0583581,3,3,2381,2006
33.5669635,-112.1244366,3,2,1080,1958
34.07416214,-84.48963007,3,2,1279,1980
28.26240101,-81.38113172,3,2,1722,1972
33.26458484,-84.67209817,3,2,1326,2006
33.17157002,-97.13890329,4,3,3265,2018
32.34440185,-111.3170645,5,3,2183,2022
27.32652723,-82.49091855,3,2,1740,1976
32.36239694,-110.993144,2,2,1579,1992
26.17659943,-80.21798698,2,2,1840,1976
32.86213197,-96.68201552,3,2,1281,1959
28.22459495,-81.2882694,3,2,2211,2007
32.7001437,-97.58933864,4,3,2340,2022
32.75047001,-96.54846691,3,2,1807,1977
30.02531784,-95.52836603,4,2.1,2412,1993
26.65027476,-81.97188704,3,2,1405,2006
33.1438763,-96.9467465,4,2,1855,2008
32.81300467,-96.92955319,3,2,1553,1999
32.75401392,-97.26489451,4,2,1877,1956
26.2783481,-81.64838555,3,2,2004,2017
33.0719153,-97.03505837,3,2,1503,1998
35.23998473,-80.77448976,4,3,2377,2006
35.42354664,-97.64860164,4,2,1690,2017
28.29506025,-81.57384611,4,3,1771,2008
35.22804675,-97.52545876,3,2,1768,1990
30.06763019,-95.21704022,4,2.1,2433,1978
35.3584123,-97.52424836,3,1.1,1087,2000
27.66034297,-82.41850002,3,2,1616,1995
35.38186493,-97.71112515,3,1.1,1275,1968
33.2354759,-96.95852505,3,2,2123,2005
32.84369297,-96.61180359,3,2,1368,1973
28.82222824,-81.65684401,3,2,1704,1992
32.6094479,-97.36141312,4,2,2017,2023
33.11515977,-96.61953479,3,2,1926,2001
33.31460945,-96.73083033,4,2,1898,2018
36.19277677,-115.2962768,5,3,1911,1985
32.6231443,-97.42591481,3,2,1540,2002
32.24772329,-110.9813207,3,2,1168,1952
32.65076907,-96.88585575,3,2,1365,1973
28.29786444,-81.66362745,5,5,2469,2005
32.87125614,-97.23946171,3,2,1519,1987
40.10050921,-82.96216059,6,2,1007,1964
32.76995494,-96.68988852,2,1,920,1948
28.47062565,-81.26138487,3,3,1981,2020
32.77832832,-96.51148987,3,2,5903,2008
25.78900755,-80.37578089,3,2,2010,1993
32.66137655,-97.1277316,3,2,1869,2002
28.75720496,-81.2774878,3,2,1316,1981
33.16341747,-96.85084744,4,4,3737,2003
25.94647373,-80.24683318,3,2,1700,1968
29.13433946,-80.9282995,2,1,916,1970
28.78926807,-81.23642623,4,2,1803,2019
38.80724735,-90.80091956,2,3,1508,2019
25.64518771,-80.38116834,3,3,1638,1988
33.76375526,-84.17245398,3,3,1766,1985
27.99359222,-81.50285451,4,2,1875,2005
33.75978401,-84.30555699,4,2,1400,1950
25.60696262,-80.34177718,4,3,2249,1956
33.7190939,-84.26695634,3,2,1459,1958
27.53915311,-82.44619531,4,2,2084,2002
33.54977952,-84.42815187,3,3,1061,1979
25.93782042,-80.19492662,1,1,629,1980
33.73670318,-84.19143283,3,2,1309,1985
27.7833172,-82.71371059,4,2,1912,1968
33.65968623,-84.40699678,3,2,937,1968
26.08085355,-80.15843184,3,2,1639,1963
33.68911498,-84.74064694,5,4,2083,1979
28.61368344,-81.48483465,3,2,1512,1988
33.60796342,-84.02171423,5,3,1304,1990
25.65559298,-80.44077817,3,2,1801,2001
33.699644,-84.47852363,3,1,1313,1956
34.16089151,-84.02131491,4,3,2611,2010
33.82140001,-84.19174507,3,2,1272,1983
26.6366808,-82.03764725,5,3,2664,2021
33.67783827,-84.76553974,3,2,1547,1979
33.94553296,-84.02778443,3,2,1070,1997
32.70989882,-96.45852289,3,2,1831,2015
30.23879515,-81.60678602,2,3,1187,2021
33.78568554,-84.70532713,4,2,1006,1963
33.79854047,-83.91142628,4,3,2751,1995
33.71963804,-84.2936618,4,2,1594,1956
30.23837579,-81.54344718,3,3,1678,2003
32.8461084,-97.17971382,3,2,1793,1966
33.84646898,-83.86072823,4,3,2032,2015
32.99501987,-96.46091356,4,2,2130,2015
30.31955962,-81.44149093,3,2,2186,2004
33.72246485,-84.68476473,4,3,2417,2021
34.05918337,-84.6271831,4,3,2376,1988
30.27909138,-81.73543898,4,2,1804,2001
30.39705725,-81.56378696,2,3,1085,2001
29.62454697,-95.67770058,3,2,1494,2005
34.04060518,-84.56954669,3,2,2264,1984
29.97245677,-95.5122523,4,3.1,3412,2023
30.22955896,-81.77874361,3,2,1282,2002
30.31748597,-95.59521264,2,1,633,1995
34.07195906,-84.5959002,3,2,1467,1979
26.55279233,-80.13247185,6,4,3617,2000
30.19856659,-81.81478047,3,2,1285,1993
32.96489874,-96.55422494,4,4,3098,2005
33.81427625,-84.54977061,4,4,3179,2003
32.94216258,-96.37855013,3,2,1847,2009
30.21870628,-81.76641707,3,2,1283,1994
32.78399772,-96.65063932,3,2,1286,2000
38.62064304,-90.43646982,2,2,1329,1953
32.86855934,-96.33289285,4,2,1972,2023
30.25195368,-81.54020297,2,3,1227,2001
33.1638206,-96.81539652,3,3,2818,2020
33.38473411,-112.1244372,3,2,1522,2007
32.90245286,-96.47069859,3,2,2427,2001
30.33379777,-81.85019134,3,2,1599,2006
32.66090915,-97.35195917,4,2,1786,2016
33.41639476,-111.8981566,4,2.5,2481,1966
32.37969616,-96.63357173,3,2,1282,2019
26.63407393,-81.93737736,3,2,1640,2006
33.2575187,-96.54979488,4,2,2256,2020
33.36534462,-112.1164111,4,2.5,1979,2020
33.18966267,-97.13858675,3,1,1192,1978
26.62684797,-82.00486999,4,3,2587,2006
33.2270711,-96.94132505,4,2,2015,2013
29.8370259,-95.56149757,3,1.1,1246,1977
32.4810265,-97.03572783,3,2,1846,2002
30.09700345,-81.4030288,5,4,3186,2015
33.24202047,-96.67918695,4,3,2109,2007
32.96544476,-96.73307623,5,4,2331,1961
32.8069771,-97.19721203,3,2,1626,2001
34.90881219,-89.93404071,4,3,1919,2021
32.94158017,-96.4212596,1,1,1071,1992
32.94025936,-97.24993462,3,2,1430,1979
32.64303205,-97.07042798,3,2,1786,1986
34.82353277,-90.00061083,3,2,1212,1975
32.80946731,-97.18378449,3,2,1218,1958
33.24023931,-96.88467991,4,3,2464,2019
33.01024103,-97.38203826,4,3,1925,2021
33.59340326,-83.98235674,4,3,2601,2006
33.06085763,-96.4681452,4,2,1289,2021
29.54465044,-95.47823733,4,3.1,2925,2015
33.32380509,-96.78610301,4,3,2488,2021
33.77076529,-84.92548889,4,3,1819,2019
33.06059744,-97.01888422,3,3,1841,1995
32.71805371,-96.42704937,5,3,2575,2021
32.6394141,-97.54663407,4,2,2808,2012
32.30255151,-110.9934609,3,3,2013,2008
33.0605653,-96.61044314,4,3,2439,2005
36.040443,-115.0834819,4,3,2447,1997
33.17861482,-96.52961175,3,3,1800,2023
33.21191764,-111.7256273,4,2,2182,2004
33.19372316,-96.86034899,3,3,2586,2018
36.03632378,-115.257502,2,2,1246,2005
33.20346963,-96.96236058,4,3,2635,2010
33.29651588,-111.7964057,3,2,1517,1994
32.92405211,-96.87969872,3,2,1227,1968
32.73716068,-97.46295896,3,2,1945,1957
32.86832171,-96.31422305,4,2,2254,2018
33.46404984,-112.3512882,3,2,1846,1998
32.97422754,-97.27158442,3,2,2102,2002
32.87765154,-97.21048385,4,3,3240,2005
32.73492802,-97.16365787,4,3,1905,2021
33.47865944,-112.3479733,4,2.5,2070,2002
29.89413879,-95.63768069,3,2,1810,1980
36.26550228,-115.2904863,3,4,3221,1993
29.81144453,-95.74045073,3,2,1491,2002
35.24281786,-97.50635734,3,2,1316,1987
30.23420381,-95.43075945,4,2,1977,1999
29.6833384,-95.81338665,4,3.1,3128,2006
30.18953306,-95.44730184,3,2.1,1599,2020
29.60401105,-95.39531903,4,2,1312,1995
30.02601718,-95.30271427,4,2.1,2674,2007
29.77091586,-95.73610648,3,2,1384,1978
30.175953,-95.20376379,4,2,1869,2021
30.03187872,-95.24401311,3,2,1914,2008
29.96145346,-95.41072072,3,2.1,1432,2006
29.89291715,-95.72506402,4,2.1,2455,2005
29.73631633,-95.62211393,4,2,1855,1980
30.16992183,-81.7842454,3,2,1713,2020
29.83871344,-95.68808061,3,2,1544,2005
30.23729865,-81.83250082,3,2,1233,1995
29.98871004,-95.77702035,3,2,1828,1995
30.31099136,-81.83293338,3,2,1151,1988
30.04197343,-95.42716555,4,2.1,2069,1969
33.93267142,-84.78081169,4,3,1856,2001
29.72904205,-95.78257669,4,2,2102,2016
34.32010069,-83.9513052,2,3,1363,2022
29.87293115,-95.22029687,4,2.1,2056,2018
33.17048834,-96.88007774,4,4,2922,2006
29.61499691,-95.40503562,3,2.1,1765,2014
33.21151255,-96.93416509,5,4,3000,2003
29.39750628,-95.04781518,4,2,1568,2018
32.95868716,-96.86506873,4,3,2175,1968
29.60404379,-95.50613049,3,2,1442,1981
33.14215472,-97.1675176,4,3,2594,2021
30.25555223,-95.47148324,3,2,1305,2023
32.83871839,-96.61952188,3,2,1343,1973
36.04292145,-115.2937574,3,3,1499,2005
33.05038032,-97.3071587,3,2,2102,2018
29.6044692,-95.35397457,1,1,878,1982
25.84475299,-80.33536785,4,2,1977,2001
30.12482243,-95.41646669,4,2.1,2659,2019
29.45330965,-95.48156812,3,2,1349,2019
29.85433228,-95.86169715,3,2,1430,2021
29.66393843,-95.48131925,4,2,2154,1962
29.97361994,-95.41363052,3,2.1,1456,2015
26.13843997,-80.12245359,3,2,1274,1953
29.68250882,-95.0537552,2,1,1019,2005
26.04878291,-80.17556546,4,4,2449,1970
29.70913408,-95.79112781,4,3.1,3221,2007
28.90255814,-81.20396415,2,2,1254,1983
29.85854701,-95.15292573,4,2.1,2141,2017
28.23789987,-81.66113695,3,2,1738,2003
29.8955034,-95.63252147,3,2,1797,1983
28.51405291,-81.28216952,3,2,1048,1979
29.9408225,-95.72285118,3,2,1872,2020
28.47170753,-81.55974134,4,4,3222,2011
29.60325016,-95.59053028,4,2.1,1991,2020
28.53405081,-81.22293197,5,4,2927,2011
29.51320859,-95.14454916,4,2,2408,1999
27.93587599,-82.75759358,2,2,1242,1968
29.84129499,-95.75269869,3,2.1,1778,2019
33.74712448,-84.43800542,4,3,1708,1940
36.2486487,-115.2266658,3,2,1513,1995
33.13367143,-96.75464299,3,2,1767,1993
36.19668484,-115.3554928,2,2,1397,2001
33.38493359,-96.71372379,5,3,2743,2021
36.2544689,-115.1037512,4,3,2054,2004
